,Name,Score,Studios,Source,Ranked,Popularity,Completed
7139,Minami-ke Tadaima,7.69,feel.,Manga,1067,2285,29696
7140,Magi: The Labyrinth of Magic,8.07,A-1 Pictures,Manga,456,110,535193
7141,Sasami-san@Ganbaranai,6.68,Shaft,Light novel,5014,1763,28637
7143,Medaka Box Abnormal,7.46,"Gainax, Asahi Production",Manga,1704,1231,84653
7148,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5.27,AIC Frontier,Original,10191,6592,1579
7149,Minami-ke Omatase,7.42,feel.,Manga,1833,3484,14803
7150,Rinne no Lagrange Specials,6.23,"Production I.G, Xebec",Original,7219,6650,2517
7151,Stranger: Mukou Hadan Pilot,7.04,Bones,Original,3505,5005,5429
7153,Recorder to Randoseru,6.8,Seven,4-koma manga,4425,4688,9035
7154,Starship Troopers: Invasion,6.7,Sola Digital Arts,Book,4886,6601,3409
7156,Hiiro no Kakera Dai Ni Shou,7.23,Studio Deen,Visual novel,2651,2413,30329
7157,Tantei Opera Milky Holmes: Alternative,6.51,"J.C.Staff, Artland",Card game,5830,6398,3088
7158,Hayate no Gotoku! Can't Take My Eyes Off You,7.05,Manglobe,Manga,3468,2349,30556
7162,Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,6.13,Arms,Other,7631,4437,8713
7163,Aura: Maryuuin Kouga Saigo no Tatakai,7.49,AIC ASTA,Light novel,1606,2458,23900
7167,Kamisama Hajimemashita,8.04,TMS Entertainment,Manga,492,299,304918
7168,JoJo no Kimyou na Bouken (TV),8.06,David Production,Manga,463,74,714621
7169,Detective Conan Movie 17: Private Eye in the Distant Sea,7.7,TMS Entertainment,Manga,1020,3065,24224
7170,Chuunibyou demo Koi ga Shitai!,7.77,Kyoto Animation,Light novel,878,77,691636
7172,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.06,A-1 Pictures,Light novel,3407,335,269459
7173,Bishoujo Senshi Sailor Moon Crystal,7.01,Toei Animation,Manga,3606,1264,49293
7174,Hori-san to Miyamura-kun,7.36,"Gonzo, Hoods Entertainment",Web manga,2083,1797,52
7175,Ixion Saga DT,7.21,Brain's Base,Game,2741,1466,46402
7177,Kara no Kyoukai: Mirai Fukuin,8.03,ufotable,Light novel,509,1574,51497
7178,GJ-bu,7.35,Doga Kobo,Light novel,2125,1014,84933
7179,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.07,Brain's Base,Light novel,458,72,726380
7180,Mouretsu Pirates: Abyss of Hyperspace,7.14,Satelight,Light novel,3058,4612,5909
7182,D.C.III: Da Capo III,6.58,Kazami Gakuen Koushiki Douga-bu,Visual novel,5472,3244,13528
7183,Fate/kaleid liner Prisma☆Illya,7.11,SILVER LINK.,Manga,3165,684,120976
7184,Maoyuu Maou Yuusha,7.31,Arms,Light novel,2309,382,212430
7185,The iDOLM@STER Shiny Festa,7.21,A-1 Pictures,Game,2746,4110,10052
7186,Dragon Ball Z Movie 14: Kami to Kami,7.41,Toei Animation,Manga,1880,962,145351
7188,Eureka Seven AO: Jungfrau no Hanabana-tachi,6.3,Bones,Manga,6874,4994,5826
7189,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,6.34,AIC Classic,Manga,6674,6524,2830
7190,"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest",6.7,feel.,Light novel,4882,2141,44347
7191,Battle Spirits: Sword Eyes,6.58,Sunrise,Card game,5462,8849,741
7192,RDG: Red Data Girl,6.58,P.A. Works,Novel,5504,1441,52541
7194,AKB0048: Next Stage,7.66,Satelight,Original,1125,2870,23550
7197,Wonderful Rush,7.31,Sunrise,Music,2288,4578,10098
7199,Boku wa Tomodachi ga Sukunai Next,7.4,AIC Build,Light novel,1892,311,348392
7200,Chousoku Henkei Gyrozetter,6.42,A-1 Pictures,Game,6300,6696,985
7204,Kyou no Asuka Show,6.68,SILVER LINK.,Manga,5002,2706,16945
7206,Yuki no Taiyou Pilot,5.4,Studio Ghibli,Manga,9925,8403,1702
7207,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,6.58,Asread,Visual novel,5473,498,219330
7208,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.95,A-1 Pictures,Original,602,670,143081
7209,Haitai Nanafa,6.0,Passione,Original,8224,5073,3898
7210,Litchi DE Hikari Club,5.22,Kachidoki Studio,Manga,10308,4851,5883
7211,Love Live! School Idol Project,7.44,Sunrise,Other,1771,379,228525
7212,Initial D Fifth Stage,8.08,SynergySP,Manga,438,1505,65899
7213,Aikatsu!,7.38,"Sunrise, Bandai Namco Pictures",Original,1988,2824,8078
7217,Amnesia,6.07,Brain's Base,Visual novel,7909,609,155335
7221,Cuticle Tantei Inaba,7.3,Zexcs,Manga,2345,1598,39448
7223,Kami nomi zo Shiru Sekai: Tenri-hen,7.72,Manglobe,Manga,978,1255,97317
7224,Senran Kagura,6.33,Artland,Game,6725,1309,42317
7225,Teekyuu,6.61,MAPPA,Manga,5315,2127,30036
7226,Sakura Taisen: Kanadegumi,5.65,A-1 Pictures,Manga,9290,8289,933
7228,Aoi Sekai no Chuushin de,5.78,Fifth Avenue,Manga,8909,2426,25725
7234,Hetalia: The Beautiful World,7.54,Studio Deen,Web manga,1448,1980,41029
7235,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,7.54,Sunrise,Original,1442,1285,81798
7236,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.33,Sunrise,Original,2208,1522,60443
7237,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,7.27,Sunrise,Original,2489,1635,51838
7240,Hentai Ouji to Warawanai Neko.,7.24,J.C.Staff,Light novel,2599,359,257556
7241,Kono Sekai no Katasumi ni,8.24,MAPPA,Manga,268,1205,60695
7242,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,6.49,SILVER LINK.,Visual novel,5968,8900,948
7244,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,7.28,Toei Animation,Original,2420,7082,2723
7245,Wooser no Sono Higurashi,6.23,SANZIGEN,Web manga,7231,4796,6330
7246,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.56,Diomedéa,Light novel,1395,277,332808
7247,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.15,Toei Animation,Manga,366,2222,44343
7248,"Dakara Boku wa, H ga Dekinai. Recap",6.48,feel.,Light novel,5972,3503,16429
7249,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.96,Sunrise,Manga,15,873,122632
7250,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,6.61,TMS Entertainment,Novel,5339,10069,590
7251,Kyousou Giga (2012),7.17,Toei Animation,Original,2919,3305,14474
7252,Hyakka Ryouran: Samurai Bride,6.77,Arms,Light novel,4599,1608,51340
7253,Kotoura-san,7.23,AIC Classic,4-koma manga,2655,546,178736
7254,Kremlin,5.15,DLE,Manga,10392,10948,425
7255,Kagaku na Yatsura,5.72,Hoods Entertainment,Manga,9107,3627,13261
7260,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.79,J.C.Staff,Visual novel,4473,3704,13495
7261,Gintama': Enchousen,9.04,Sunrise,Manga,9,660,143353
7264,"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",7.49,Studio Deen,Light novel,1620,1499,76249
7265,"Kono Danshi, Ningyo Hiroimashita.",7.42,CoMix Wave Films,Original,1828,2954,22921
7266,High School DxD New,7.54,TNK,Light novel,1459,144,585660
7267,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,6.49,Diomedéa,Manga,5925,7235,2470
7271,Yu☆Gi☆Oh! Zexal Second,6.85,Gallop,Manga,4233,3122,17955
7274,24H,4.87,"Polygon Pictures, W+K Tokyo, Welz Animation Studios",Original,10690,11400,429
7277,Yumekuri,5.47,Diomedéa,Manga,9753,5878,4392
7281,Oshiri Kajiri Mushi (TV),5.1,Kinema Citrus,Music,10467,9993,528
7283,Maken-Ki! Two,6.19,Xebec,Manga,7420,1264,76130
7286,Date A Live,7.22,AIC PLUS+,Light novel,2670,123,541505
7287,Joshiraku OVA,7.42,J.C.Staff,Manga,1843,4204,10707
7288,Brothers Conflict,6.13,Brain's Base,Novel,7678,1045,101512
7290,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",6.76,Studio Gokumi,Light novel,4625,2606,29725
7291,Cardfight!! Vanguard: Link Joker-hen,7.17,TMS Entertainment,Original,2898,3930,11595
7292,Hakkenden: Touhou Hakken Ibun,7.44,Studio Deen,Manga,1763,1441,50274
7293,Jinrui wa Suitai Shimashita Specials,7.23,AIC ASTA,Light novel,2652,3888,12819
7294,Code:Breaker OVA,6.74,Kinema Citrus,Manga,4702,3094,17288
7295,Puchimas!: Petit iDOLM@STER,7.14,Gathering,4-koma manga,3045,4513,6866
7296,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.28,Sunrise,Original,2439,2892,16537
7301,Chuunibyou demo Koi ga Shitai! Lite,7.26,Kyoto Animation,Light novel,2520,1306,87608
7302,Nekomonogatari: Kuro,7.98,Shaft,Light novel,566,317,336635
7303,Haiyore! Nyaruko-san W,7.28,Xebec,Light novel,2442,1010,104404
7304,Bakuman.: Deraman.,7.21,J.C.Staff,Manga,2731,4255,6717
7306,Oda Nobuna no Yabou Recap,6.98,Madhouse,Light novel,3689,5143,4984
7308,Tamayura: More Aggressive,7.55,TYO Animations,Original,1416,3966,7720
7309,Jormungand: Perfect Order Recap,7.25,White Fox,Manga,2577,4752,6452
7310,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,5.67,Madhouse,Original,9225,11574,263
7311,Chiisana Ojisan,5.9,Kachidoki Studio,Manga,8526,11436,98
7312,Senyuu.,7.35,"Ordet, LIDENFILMS",Web manga,2101,1382,60351
7314,Saint☆Oniisan (Movie),7.84,A-1 Pictures,Manga,762,1817,42663
7315,Saint☆Oniisan,7.51,A-1 Pictures,Manga,1540,1777,42460
7316,Puchimas!: Petit iDOLM@STER Episode 0,6.55,Gathering,4-koma manga,5609,7109,2456
7317,Lupin III: Touhou Kenbunroku - Another Page,6.83,TMS Entertainment,Manga,4333,7273,1926
7320,Senki Zesshou Symphogear G,7.46,Satelight,Original,1708,2277,30970
7323,Hataraku Maou-sama!,7.83,White Fox,Light novel,776,62,839612
7324,Girls & Panzer Specials,7.19,Actas,Original,2820,2989,22267
7325,Majokko Shimai no Yoyo to Nene,7.45,ufotable,Manga,1752,4220,6728
7327,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,7.04,Toei Animation,Manga,3493,9418,637
7333,Iron Man: Rise of Technovore,6.22,Madhouse,Other,7255,5833,4382
7334,Ginga Kikoutai Majestic Prince,7.36,"Doga Kobo, Orange",Manga,2062,2279,25316
7339,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,6.72,Kyoto Animation,Light novel,4788,1870,49168
7341,Fantasista Doll,6.16,"Hoods Entertainment, Production IMS",Original,7538,3327,10842
7344,Hiyokoi (2012),6.72,Production I.G,Manga,4797,3341,16067
7346,Qin Shi Ming Yue: Wanli Changcheng,7.17,Sparkly Key Animation Studio,Novel,2913,10363,308
7347,Yuyushiki,7.38,Kinema Citrus,4-koma manga,2006,1553,42054
7351,Carnival Phantasm: HibiChika Special,7.37,Lerche,Manga,2014,3131,21832
7352,Vassalord.,6.85,Production I.G,Manga,4249,3103,20389
7354,Amagami SS+ Plus Picture Drama,6.55,AIC,Visual novel,5626,4139,10716
7356,Nurarihyon no Mago OVA,7.72,Studio Deen,Manga,985,3550,14453
7357,Shakotan★Boogie,6.36,Studio Pierrot,Manga,6532,10269,313
7361,Aratanari Fukaki Ao,6.1,Bones,Original,7787,6486,2204
7362,Saki Achiga-hen: Episode of Side-A Specials,7.56,Studio Gokumi,Manga,1380,4490,9324
7364,Kokoro Connect: Michi Random,8.01,SILVER LINK.,Light novel,531,700,176453
7365,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.53,Manglobe,Original,1479,1228,66029
7367,Kamisama no Inai Nichiyoubi,7.35,Madhouse,Light novel,2110,784,101189
7368,Tokyo Ravens,7.53,8bit,Light novel,1475,355,226432
7370,Kuro to Kin no Akanai Kagi.,5.6,An DerCen,Visual novel,9406,5101,4871
7372,Karneval,7.04,Manglobe,Manga,3492,4047,7560
7373,Karneval (TV),7.14,Manglobe,Manga,3050,842,98473
7375,Toaru Kagaku no Railgun S,8.06,J.C.Staff,Manga,470,482,199391
7376,Ro-Kyu-Bu! SS,7.1,"Barnum Studio, Project No.9",Light novel,3213,2840,21505
7378,Nagi no Asu kara,8.09,P.A. Works,Original,429,269,235756
7380,Sword Art Online: Sword Art Offline,6.18,A-1 Pictures,Light novel,7460,1685,50826
7382,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,6.48,TYO Animations,Manga,5973,9222,598
7383,Saki Zenkoku-hen,7.42,Studio Gokumi,Manga,1822,3028,17548
7385,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.15,Toei Animation,Manga,2961,4475,8483
7387,Choujigen Game Neptune The Animation,6.99,David Production,Game,3668,1116,64373
7390,Choboraunyopomi Gekijou Ai Mai Mii,5.84,Seven,4-koma manga,8698,3182,14899
7394,Girls & Panzer: Shoukai Shimasu!,6.63,Actas,Original,5259,3943,12906
7395,Aku no Hana,7.15,Zexcs,Manga,2981,912,67749
7396,Bakumatsu Gijinden Roman,6.16,TMS Entertainment,Other,7506,4913,4261
7398,One Piece: Episode of Luffy - Hand Island no Bouken,7.66,Toei Animation,Manga,1134,2603,31876
7399,"Yondemasu yo, Azazel-san. Z",7.58,Production I.G,Manga,1333,2888,23641
7401,Satsujin Kippu wa Heart-iro,5.5,"Nippon Animation, Studio WHO",Novel,9696,11389,337
7402,Shinkai no Kantai: Submarine 707,5.62,"J.C.Staff, Toei Animation",Manga,9339,11446,258
7404,Meisou-Ou Border,5.57,Artland,Manga,9528,11733,264
7409,Acchi Kocchi (TV): Place=Princess,7.5,AIC,4-koma manga,1566,2271,40491
7413,Next A-Class,6.43,Production I.G,Original,6246,5642,5520
7415,Ninkuu: Knife no Bohyou,5.94,Studio Pierrot,Manga,8423,11676,288
7416,Usavich V,6.33,Kanaban Graphics,Original,6735,9231,1287
7417,Love Lab,7.36,Doga Kobo,Manga,2067,929,78255
7418,Dansai Bunri no Crime Edge,6.72,Studio Gokumi,Manga,4808,1460,51458
7419,Vanquished Queens,6.06,Arms,Other,8013,4760,4419
7423,Santa Company,5.82,Nexus,Original,8773,6931,2428
7424,Dog Days'',6.97,Seven Arcs Pictures,Original,3736,1960,40200
7425,Komachi to Dangorou,5.27,MAPPA,Original,10190,12093,248
7427,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.95,Tatsunoko Production,Manga,596,3755,13989
7428,Photokano,6.22,Madhouse,Visual novel,7274,1484,45399
7430,"Boku no Imouto wa ""Osaka Okan""",5.79,Charaction,Original,8885,3884,10276
7432,Tamako Market,7.38,Kyoto Animation,Original,1997,478,153961
7433,Dokidoki! Precure,6.59,Toei Animation,Original,5437,3916,8677
7435,Tenshi no Drop,3.47,AIC Frontier,Web manga,11014,4427,10316
7436,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,7.13,Toei Animation,Original,3054,7344,2356
7437,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,7.26,Diomedéa,Light novel,2552,1759,61491
7441,One Piece: Glorious Island,7.2,Toei Animation,Manga,2779,3521,16771
7449,Shingeki no Kyojin,8.48,Wit Studio,Manga,115,2,2182587
7451,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,6.07,AIC Classic,Manga,7941,7065,2473
7453,Devil Survivor 2 The Animation,6.89,Bridge,Game,4076,993,87019
7455,Arata Kangatari,6.5,Satelight,Manga,5876,1985,36726
7456,Suisei no Gargantia,7.5,Production I.G,Original,1583,497,195150
7458,Hal,7.48,Wit Studio,Original,1630,1303,72495
7475,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.29,Lerche,Game,2387,137,515794
7487,Hanamaru Youchien: Panda Neko Taisou,6.2,Gainax,Manga,7337,8259,1364
7488,Youchien Senshi: Hanamaru Girls,5.79,Gainax,Manga,8880,8816,1158
7490,Zettai Junpaku♡Mahou Shoujo,5.3,"Barnum Studio, Project No.9",Manga,10147,4446,8341
7491,Kaze Tachinu,8.12,Studio Ghibli,Manga,392,706,151546
7492,Kaguya-hime no Monogatari,8.23,Studio Ghibli,Other,280,1017,94381
7493,Kakumeiki Valvrave,7.17,Sunrise,Original,2915,1036,87537
7494,Pokemon: Pikachu to Eievui Friends,6.81,OLM,Game,4412,5497,5687
7495,Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,6.35,OLM,Game,6622,2923,27127
7498,Sankarea: Wagahai mo... Zombie de Aru...,7.27,Studio Deen,Manga,2461,1822,56990
7500,Higurashi no Naku Koro ni Kaku: Outbreak,7.24,Studio Deen,Visual novel,2615,2083,38454
7502,Kami nomi zo Shiru Sekai: Megami-hen,8.08,Manglobe,Manga,445,519,212006
7505,Tatakae!! Ramenman (Movie),5.88,Toei Animation,Manga,8614,12277,189
7507,Kiniro Mosaic,7.26,Studio Gokumi,4-koma manga,2530,961,69795
7508,Wooser no Sono Higurashi: Ken to Pants to Wooser to,6.03,SANZIGEN,Web manga,8136,7921,1973
7509,Hanamaru Youchien Special Preview,6.29,Gainax,Manga,6949,8813,1212
7510,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.04,SILVER LINK.,Web manga,3514,227,320109
7516,Mirai Nikki: Redial,7.4,Asread,Manga,1921,493,252129
7517,Inferno Cop,7.28,Trigger,Original,2448,1596,57734
7521,Kotonoha no Niwa,8.05,CoMix Wave Films,Original,484,192,431644
7547,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.15,Brain's Base,Manga,3003,1605,63186
7548,Sukitte Ii na yo.: Dareka ga,7.28,Zexcs,Manga,2451,2250,37939
7549,The Last: Naruto the Movie,7.76,Studio Pierrot,Manga,907,384,319967
7550,Makai Ouji: Devils and Realist,7.06,Doga Kobo,Manga,3407,1431,48726
7551,Kuroko no Basket 2nd Season,8.28,Production I.G,Manga,242,185,497022
7552,K: Missing Kings,7.7,GoHands,Original,1029,711,144088
7555,Namiuchigiwa no Muromi-san,6.97,Tatsunoko Production,Manga,3754,2663,20744
7558,Kuroko no Basket: Tip Off,7.87,Production I.G,Manga,716,1705,66434
7559,Gin no Saji,8.11,A-1 Pictures,Manga,396,628,131106
7560,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,6.73,Studio Deen,Visual novel,4752,5629,3855
7561,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,7.51,Kyoto Animation,Light novel,1551,901,136379
7562,"Boku no Imouto wa ""Osaka Okan"": Haishin Gentei Osaka Okan.",5.68,Charaction,Original,9215,7258,2842
7566,Hayate no Gotoku! Cuties,7.05,Manglobe,Manga,3464,2625,23772
7576,Transfer,6.24,HOTZIPANG,Original,7149,9331,1365
7577,Monogatari Series: Second Season,8.78,Shaft,Light novel,29,232,336572
7579,Soukyuu no Fafner: Dead Aggressor - Exodus,7.39,"Xebec, I.Gzwei",Original,1933,3750,8308
7580,Aiura,6.69,LIDENFILMS,4-koma manga,4929,1821,41863
7589,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,6.91,Shin-Ei Animation,Manga,3988,8335,1823
7590,Pokemon Best Wishes! Season 2: Episode N,6.68,OLM,Game,5016,2906,25041
7592,Dareka no Manazashi,7.39,CoMix Wave Films,Original,1944,2070,40134
7598,Mogu Mogu,4.77,W+K Tokyo,Original,10796,12806,307
7599,Nozoki Ana,6.5,Studio Fantasia,Manga,5878,2497,31280
7604,Akai Koudan Zillion Recaps,6.08,Production I.G,Game,7883,11738,207
7605,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,7.47,Production I.G,Manga,1675,2190,35353
7607,Cowboy Bebop: Ein no Natsuyasumi,6.25,Sunrise,Original,7126,3638,13437
7608,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,5.78,Digital Media Lab,Original,8925,13695,173
7614,Shin Kabukichou Story Hana no Asukagumi!,5.79,Toei Animation,Manga,8859,11387,187
7615,Hana no Asukagumi! 2: Lonely Cats Battle Royale,5.81,Toei Animation,Manga,8824,12094,192
7619,Machine-Doll wa Kizutsukanai,7.15,Lerche,Light novel,3003,553,174310
7620,Pretty Rhythm: Rainbow Live,7.52,"Tatsunoko Production, Dongwoo A&E",Game,1529,4910,4717
7624,Log Horizon,8.0,Satelight,Light novel,538,91,571062
7625,Futari wa Milky Holmes,5.8,J.C.Staff,Original,8827,5057,4637
7626,Captain Herlock,7.38,Toei Animation,Manga,1967,2371,36211
7639,Yama no Susume: Kabe tte Kowakunai no?,6.74,8bit,Manga,4733,3969,12618
7641,Mangirl!: Asobu Henshuu Girl,5.93,Doga Kobo,Manga,8460,6035,4525
7643,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.78,Toei Animation,Original,4522,7512,2115
7648,Kingdom 2nd Season,8.39,Studio Pierrot,Manga,161,1675,47556
7649,Senyuu. Specials,7.06,"Ordet, LIDENFILMS",Web manga,3413,4048,11302
7654,Sukitte Ii na yo.: Mei and Marshmallow,6.75,Zexcs,Manga,4664,2534,27132
7658,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7.6,A-1 Pictures,Game,1263,3634,12764
7677,Jewelpet Happiness,6.7,Studio Comet,Original,4892,8217,861
7679,Mushibugyou,7.35,Seven Arcs Pictures,Manga,2138,1763,36803
7680,Diabolik Lovers,5.3,Zexcs,Visual novel,10136,590,177270
7682,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,7.34,"Satelight, A-1 Pictures",Manga,2165,1785,59118
7687,Non Non Biyori,7.95,SILVER LINK.,Manga,601,481,150764
7691,Myself ; Yourself Specials,6.7,Doga Kobo,Visual novel,4913,5787,4441
7702,Koitabi: True Tours Nanto,6.93,P.A. Works,Original,3890,4344,6936
7703,Miyakawa-ke no Kuufuku,6.52,"Ordet, Encourage Films",Manga,5797,3591,13290
7704,Date A Live: Date to Date,7.37,AIC PLUS+,Light novel,2030,1020,122292
7705,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,7.37,J.C.Staff,Visual novel,2039,3280,17141
7707,Genei wo Kakeru Taiyou,6.42,AIC,Original,6314,2316,21477
7718,Gambo,6.59,Sunrise,Original,5424,5615,4403
7719,Zettai Bouei Leviathan,6.31,Gonzo,Game,6860,3265,12106
7731,Magical☆Star Kanon 100%,6.79,Manglobe,Manga,4501,3140,22278
7732,Haitai Nanafa 2nd Season,5.98,Passione,Original,8297,7591,1485
7733,Grisaia no Kajitsu,7.55,8bit,Visual novel,1428,284,310342
7734,Ketsuekigata-kun!,6.59,"feel., Assez Finaud Fabric",Web manga,5453,5000,5473
7736,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.1,Shaft,4-koma manga,415,4716,6960
7737,Kimi no Iru Machi,6.94,Gonzo,Manga,3846,1195,66188
7738,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no Ja!",6.76,Arms,Novel,4652,3709,12896
7743,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.27,Project No.9,Manga,7010,1083,82423
7745,Ouritsu Uchuugun: Honneamise no Tsubasa Pilot,5.99,Gainax,Original,8248,9494,902
7746,Kyoto Animation: Ikitaku Naru Omise-hen,6.32,Kyoto Animation,Original,6771,6628,3845
7747,Kyoto Animation: Hassou-hen,5.66,Kyoto Animation,Original,9254,7331,3081
7748,Kyoto Animation: Megane-hen,6.34,Kyoto Animation,Light novel,6679,4808,7925
7749,Kyoto Animation: Kasa-hen,6.14,Kyoto Animation,Original,7605,7254,3167
7750,Kyoto Animation: Suiei-hen,7.05,Kyoto Animation,Original,3470,4498,10391
7751,Stella Jogakuin Koutou-ka C³-bu,6.54,Gainax,Manga,5705,2286,23303
7754,Daitoshokan no Hitsujikai,6.93,"Hoods Entertainment, Felix Film",Visual novel,3901,1347,58388
7755,Inu to Hasami wa Tsukaiyou,6.58,Gonzo,Light novel,5481,1246,71345
7758,Inferno Cop: Fact Files,5.44,Trigger,Original,9821,5062,7065
7759,Sparrow's Hotel,5.47,Hotline,4-koma manga,9773,5114,5766
7760,Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,6.75,Tatsunoko Production,Manga,4699,5420,5793
7762,Yonhyaku-nijuu Renpai Girl,5.82,Trigger,Light novel,8790,6714,2505
7763,Pokemon Best Wishes! Season 2: Decolora Adventure,6.3,OLM,Game,6863,3009,23313
7764,Papa no Iukoto wo Kikinasai! OVA,7.37,feel.,Light novel,2009,2829,23620
7765,Tamako Market Specials,6.36,Kyoto Animation,Original,6619,3343,14255
7766,Ichirin-sha,6.0,Nomad,Original,8211,9629,893
7769,Golden Time,7.78,J.C.Staff,Light novel,855,138,442612
7770,Hana wa Saku,6.26,MAPPA,Original,7088,9390,1097
7771,All Alone With You,7.23,8bit,Music,2638,4140,12438
7773,Uchouten Kazoku,7.88,P.A. Works,Novel,702,1074,54812
7775,Danball Senki Wars,7.08,OLM,Game,3279,7331,1885
7776,Houkago no Pleiades (TV),6.72,Gainax,Original,4798,2919,12763
